CódigoTransação,DataVenda,Status,FormaPagamento,Produto,Parcelas,ValorParcela,ValorVenda,ValorComissão,ValorTotalVenda,TipoCheckout,Vendedor
PPCPMTB5E983D7,12/04/2024 17:50:49,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EAOIKB,19/04/2024 03:22:01,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E96JIM,12/04/2024 13:45:20,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E9IGNE,14/04/2024 10:29:57,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E96IBO,12/04/2024 13:38:21,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E94BPE,12/04/2024 09:01:06,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E9OOOE,15/04/2024 10:35:32,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EB23OA,19/04/2024 12:42:34,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E95B9O,12/04/2024 10:17:24,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E95BA0,12/04/2024 10:17:24,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E9599P,12/04/2024 10:07:00,Aprovado,Cartão de Crédito,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E95999,12/04/2024 10:06:57,Aprovado,Cartão de Crédito,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E958E9,12/04/2024 10:02:49,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EB2F2G,19/04/2024 13:53:16,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EB2F2H,19/04/2024 13:53:16,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E95675,12/04/2024 09:50:53,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E9556D,12/04/2024 09:45:02,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E9556C,12/04/2024 09:45:01,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E94BJH,12/04/2024 08:59:52,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E96IBN,12/04/2024 13:38:20,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E9857P,12/04/2024 18:05:51,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E98581,12/04/2024 18:05:51,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E9O90L,15/04/2024 09:18:48,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EAMNLB,18/04/2024 18:44:40,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E9OJ5F,15/04/2024 10:04:07,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E9OBO6,15/04/2024 09:27:46,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EAOIMN,19/04/2024 03:28:06,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E9CFHD,13/04/2024 12:26:26,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EAO9KP,18/04/2024 23:34:24,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E98MD4,12/04/2024 21:00:43,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E98M84,12/04/2024 20:58:46,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E98M82,12/04/2024 20:58:46,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA5KI6,16/04/2024 09:55:46,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EAMNLC,18/04/2024 18:44:40,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E9NP8B,15/04/2024 08:59:04,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E9O90G,15/04/2024 09:18:47,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E9NP8F,15/04/2024 08:59:05,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA5IEB,16/04/2024 09:45:26,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E9O69L,15/04/2024 09:13:24,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E98K1F,12/04/2024 20:33:24,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E98K1E,12/04/2024 20:33:23,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EAO9L0,18/04/2024 23:34:25,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA5EI5,16/04/2024 09:27:59,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E98COL,12/04/2024 19:11:45,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E98COK,12/04/2024 19:11:44,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E989C6,12/04/2024 18:41:24,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E9P1L0,15/04/2024 10:50:53,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EB327B,19/04/2024 15:17:02,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E9BB2N,13/04/2024 09:40:20,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E9P2HI,15/04/2024 10:55:34,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EB14IO,19/04/2024 10:05:02,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA588N,16/04/2024 09:12:39,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E95NJH,12/04/2024 11:32:20,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EB14IP,19/04/2024 10:05:03,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E95KNI,12/04/2024 11:13:14,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E95KOA,12/04/2024 11:13:14,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EB1G0O,19/04/2024 10:58:22,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EB1G14,19/04/2024 10:58:22,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E95I83,12/04/2024 10:56:58,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E95I81,12/04/2024 10:56:57,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E9OMOM,15/04/2024 10:24:53,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E98MD6,12/04/2024 21:00:44,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E98N10,12/04/2024 21:07:04,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E98N4H,12/04/2024 21:08:29,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E9MHI3,14/04/2024 23:51:31,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E9MF83,14/04/2024 23:10:49,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E9BHI0,13/04/2024 10:13:38,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E9BHHK,13/04/2024 10:13:37,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA6558,16/04/2024 10:49:49,Aprovado,Cartão de Crédito,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E9MFN8,14/04/2024 23:19:16,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E9MFN6,14/04/2024 23:19:16,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EAI4CA,18/04/2024 06:35:57,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E9MHI1,14/04/2024 23:51:30,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E95O3G,12/04/2024 11:34:50,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E95OL4,12/04/2024 11:39:09,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E95OL6,12/04/2024 11:39:10,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EB21IK,19/04/2024 12:26:36,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA4PBO,16/04/2024 08:42:25,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EB3549,19/04/2024 15:33:59,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EB354B,19/04/2024 15:33:59,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA4OI7,16/04/2024 08:37:24,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E9P7AG,15/04/2024 11:22:17,Cancelado,Cartão de Crédito,Order bump 1 & 2,2,7.79,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E93PM0,12/04/2024 07:51:35,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EB3A7K,19/04/2024 16:07:45,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E93P5E,12/04/2024 07:47:42,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E9OMON,15/04/2024 10:24:54,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E95H6H,12/04/2024 10:50:46,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EB21IH,19/04/2024 12:26:35,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EB0ED5,19/04/2024 09:16:35,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E96F33,12/04/2024 13:19:32,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EB0E26,19/04/2024 09:15:52,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E9OJ6C,15/04/2024 10:04:16,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EB0E2C,19/04/2024 09:15:53,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E96F34,12/04/2024 13:19:32,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E96BI5,12/04/2024 13:01:33,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E96BI1,12/04/2024 13:01:32,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E9628L,12/04/2024 12:03:33,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E9OJ69,15/04/2024 10:04:16,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EB0ECP,19/04/2024 09:16:34,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E9FBAD,13/04/2024 21:25:57,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA31M6,15/04/2024 21:17:39,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E9FH87,13/04/2024 22:33:21,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E91KP7,11/04/2024 20:16:00,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA2OJL,15/04/2024 20:55:57,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EBNJI8,22/04/2024 16:24:19,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EBNJIC,22/04/2024 16:24:19,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E9PE17,15/04/2024 12:09:37,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E9PE5D,15/04/2024 12:10:52,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E9PEC6,15/04/2024 12:12:54,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E9PCNE,15/04/2024 12:01:09,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E7P4FP,08/04/2024 13:10:43,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E76BEM,06/04/2024 12:29:39,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E92PK7,11/04/2024 23:54:07,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E9317L,12/04/2024 00:13:20,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E75N6H,06/04/2024 11:14:29,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E930KB,12/04/2024 00:05:05,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EB4J12,19/04/2024 20:39:33,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E9PC1D,15/04/2024 11:55:19,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E75L57,06/04/2024 11:04:40,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E75A74,06/04/2024 10:09:03,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EB4J11,19/04/2024 20:39:33,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E930FP,12/04/2024 00:02:31,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E92ON5,11/04/2024 23:42:45,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EB4N1J,19/04/2024 21:24:07,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E7ND06,08/04/2024 10:31:04,Aprovado,Cartão de Crédito,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EBO5D2,22/04/2024 17:23:38,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E58AMI,01/04/2024 01:09:55,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E91KP9,11/04/2024 20:16:00,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E9FH88,13/04/2024 22:33:22,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E71EIO,05/04/2024 22:14:46,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E7H8B4,07/04/2024 17:07:26,Charge Back,Cartão de Crédito,Order bump 1 & 2,2,7.79,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E93D6F,12/04/2024 05:13:42,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA2K2D,15/04/2024 20:23:14,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E7C993,07/04/2024 08:01:24,Aprovado,Cartão de Crédito,Order bump 1 & 2,2,7.79,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E9P98E,15/04/2024 11:34:58,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA2JOM,15/04/2024 20:22:24,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA2JOL,15/04/2024 20:22:23,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA2KN9,15/04/2024 20:29:04,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E7BL64,07/04/2024 04:38:49,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E76G4D,06/04/2024 12:55:32,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EBP2A7,22/04/2024 19:40:42,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EB4DMD,19/04/2024 19:46:22,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E6M14J,05/04/2024 10:25:03,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E70PIO,05/04/2024 20:28:19,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA2GKB,15/04/2024 20:01:11,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E7PO31,08/04/2024 14:34:35,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E92CCB,11/04/2024 22:04:55,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E92CCC,11/04/2024 22:04:55,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA4J8K,16/04/2024 08:00:57,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EBNLO8,22/04/2024 16:35:17,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E9PCNH,15/04/2024 12:01:10,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E921AA,11/04/2024 20:53:41,Devolvida,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EB53I3,19/04/2024 22:49:40,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E92OIK,11/04/2024 23:41:11,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E92MCA,11/04/2024 23:20:11,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E7O6IP,08/04/2024 11:34:08,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E7P1OA,08/04/2024 12:59:23,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E8HO1C,10/04/2024 15:16:59,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E5J86O,02/04/2024 08:31:51,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EBE7NB,21/04/2024 10:56:50,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E5PM8N,02/04/2024 18:04:05,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E5POO7,02/04/2024 18:16:26,Aprovado,Cartão de Crédito,Order bump 1 & 2,2,7.79,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA3FGC,15/04/2024 23:13:19,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E60D3J,02/04/2024 19:25:21,Aprovado,Cartão de Crédito,Order bump 1 & 2,2,7.79,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E8IOEK,10/04/2024 18:07:53,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E88NFB,09/04/2024 15:05:35,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA0ME0,15/04/2024 15:21:16,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA0P1A,15/04/2024 15:34:18,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA1N6M,15/04/2024 17:50:21,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA3GE6,15/04/2024 23:23:22,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EBEOM1,21/04/2024 12:19:41,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E5H3A3,01/04/2024 21:59:22,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA10KA,15/04/2024 15:41:25,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E8ICK6,10/04/2024 16:47:00,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EBEOM0,21/04/2024 12:19:40,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E5HJ2F,01/04/2024 23:58:02,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EBB2PC,20/04/2024 21:23:17,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E8ICK4,10/04/2024 16:46:59,Aprovado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5E5H4HJ,01/04/2024 22:06:36,Charge Back,Cartão de Crédito,Order bump 1 & 2,2,7.79,14.9,13.17,"14,90",orderbump,Produtor
PPCPMTB5EA127E,15/04/2024 15:48:03,Expirado,Pix,Order bump 1 & 2,1,14.9,14.9,13.17,"14,90",orderbump,Produtor
